id	hate_type	hate_severity	to_whom	model
187787	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
833086	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
402586	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
79900	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
455503	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
662760	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
145666	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
269395	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
855977	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
411862	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
840865	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656131	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
283203	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635480	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929892	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
900226	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187748	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
863939	None	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
562894	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
229250	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258055	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516568	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241001	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
738147	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
914834	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
502930	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157805	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
182528	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
496305	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
127441	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516994	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
296128	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498286	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
882886	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
654441	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355409	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
526987	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
166978	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
17756	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266720	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
814729	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622339	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
735625	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
202261	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
374523	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
336668	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
548637	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
303416	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564069	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
796931	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
830985	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
492468	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
251311	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
842728	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
124702	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891343	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
376956	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
676134	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
353841	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
669871	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
720106	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
551785	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
31813	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
179141	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
722850	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
111661	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
385980	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
478200	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
627607	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723418	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
121301	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
111742	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
448538	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
244405	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51703	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
276254	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
818115	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
839545	Profane	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
500452	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
100905	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
10100	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
17326	Religious Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
802542	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
405562	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297210	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633450	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24947	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
827247	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
91001	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
797577	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
203064	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
437031	None	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
76338	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
28529	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416581	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326992	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
294318	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24010	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391690	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
898471	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
139015	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
629277	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
249523	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
480655	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
923143	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
574020	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498850	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
858529	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
916168	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
547040	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
465291	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
571806	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
569300	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
499970	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
447242	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184864	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463779	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
733792	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687387	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
363410	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
613123	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
202791	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635751	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
608506	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
17576	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
230291	Political Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
382243	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
549845	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
201772	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326030	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
604410	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
32709	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
229330	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
131732	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
10683	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
364807	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
934121	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
315440	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
840059	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
195161	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157090	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
653468	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
377827	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
588597	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200076	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266411	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
346398	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
825712	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693484	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
109964	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
304021	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
265907	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
781953	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697858	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
476327	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
927901	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837639	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
492990	Political Hate	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
360379	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
618518	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
649931	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
175496	Political Hate	Severe	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422178	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
763331	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463514	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
452271	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
255091	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
639406	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
617882	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
424539	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534382	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656382	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523467	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
678646	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
13863	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
345913	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
670277	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
759098	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174859	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
81340	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
922743	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105579	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
819932	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
724622	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
